,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
81,N,N,N,N,N,N,N,O,X,0.8163356754631454,0.8415072594575438,0.8336025457674221,0.8809207358470765,0.8049243166391338,0.8028186308103945,0.8057735387240957,-1.0,-1.0,3165
82,X,N,O,N,N,N,N,O,X,-1.0,0.7678587367019858,-1.0,0.7903026411380374,1.0,0.7883193641215995,0.792598306804402,-1.0,-1.0,476
83,N,O,N,X,N,O,N,N,X,0.8068394396851657,-1.0,0.38637974711216194,-1.0,0.40839818459266364,-1.0,0.4163207643332514,0.5154413366157231,-1.0,178
84,X,O,N,X,N,O,N,O,X,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,143
85,O,N,N,N,O,N,N,X,X,-1.0,0.5333229671289834,0.7610052260218803,0.733087576563437,-1.0,0.6484775744425014,1.0,-1.0,-1.0,251
86,O,N,X,O,O,N,N,X,X,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,39
87,X,O,N,N,N,N,N,O,X,-1.0,-1.0,0.5437961010131334,0.24469094400089586,1.0,0.2540386663586526,0.0,-1.0,-1.0,517
88,X,O,X,N,N,N,O,O,X,-1.0,-1.0,-1.0,0.48449999999999993,0.0,0.0,-1.0,0.0,-1.0,94
89,N,N,X,N,N,N,O,N,N,0.7910234656933253,0.815746423509057,-1.0,0.8148390612190626,0.8227872272711855,0.7837072271330974,-1.0,0.8142656540186949,0.7922074609919038,3038
90,X,N,X,N,N,O,O,N,N,-1.0,1.0,-1.0,0.79902086568879,0.6118688069691245,-1.0,-1.0,0.7247270542805431,0.8022025825150719,381
91,O,X,N,N,O,N,N,X,N,-1.0,-1.0,0.7039882734741895,0.4084875872313216,-1.0,0.5603395588379765,0.39350101238077084,-1.0,0.8043089212267829,223
92,O,X,X,O,O,N,N,X,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,41
93,X,O,N,N,N,O,X,O,X,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,135
94,O,N,N,X,N,N,N,N,N,-1.0,0.7554645564347364,0.7551559659095382,-1.0,0.8594692365535925,0.7920042955759324,0.7861261729662037,0.7799770669183856,0.7973976175050331,1925
95,O,N,N,X,N,N,O,X,N,-1.0,0.6362205858194998,0.7843874858336111,-1.0,0.5365361313930492,0.5945429420310275,-1.0,-1.0,0.48347100381268626,171
96,O,N,N,X,X,O,O,X,N,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
97,N,N,N,N,N,O,N,X,N,0.7699795912835571,0.772868852233207,0.772415964119718,0.8221114049346789,0.8060850643600226,-1.0,0.7411974222320256,-1.0,0.8041015602398824,1688
98,X,N,N,N,O,O,N,X,N,-1.0,0.7148478363276205,0.4119367002679607,0.8027283123818381,-1.0,-1.0,0.6916561519275541,-1.0,0.5485845548708744,271
99,X,X,O,O,N,N,N,O,X,-1.0,-1.0,-1.0,-1.0,1.0,0.6794419518893808,0.7314830911522525,-1.0,-1.0,204
100,X,X,O,O,N,X,O,O,X,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,144
101,O,X,N,X,N,N,O,O,X,-1.0,-1.0,0.7642344265547669,-1.0,0.6974602205261833,0.7169120656602118,-1.0,-1.0,-1.0,282
102,X,N,N,N,N,N,O,N,N,-1.0,0.8286470445585208,0.833031052093705,0.7844432504501943,0.8731670509025388,0.8368747743644364,-1.0,0.7888177672236852,0.8077946976463986,3593
103,X,X,N,N,N,N,O,N,O,-1.0,-1.0,1.0,0.5325765531868676,0.4159880027924661,0.0,-1.0,0.7295825948284302,-1.0,309
104,N,X,N,N,O,N,O,N,X,0.40714103015567493,-1.0,0.8291479445598404,0.0,-1.0,0.41906913201961693,-1.0,0.39888738607911867,-1.0,325
105,X,O,N,O,N,X,N,O,X,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,67
106,O,X,N,O,N,N,N,N,X,-1.0,-1.0,0.5849852504040822,-1.0,0.6936354468303425,0.6977966592600545,0.8045373477075127,0.6569405853212624,-1.0,310
107,N,X,N,N,N,O,N,N,N,0.8339502185663835,-1.0,0.7656386738665931,0.8552388673646392,0.8401673361421536,-1.0,0.7867366140654921,0.7498249001299943,0.8315067488840695,2716
108,X,X,N,N,O,O,N,N,N,-1.0,-1.0,1.0,0.7891967436237476,-1.0,-1.0,0.6795534386648265,0.40685889313049656,0.3999087345166359,368
109,N,N,O,X,N,N,N,N,N,0.8005493408293425,0.81885641945657,-1.0,-1.0,0.8215707447076162,0.7513584098397891,0.8374557876677868,0.7718379281016483,0.7418693762122068,1890
110,N,N,O,X,N,X,N,O,N,0.7546892901649578,0.6127888695661886,-1.0,-1.0,1.0,-1.0,0.590567743268156,-1.0,0.6886444987255879,199
111,X,N,O,X,N,X,N,O,O,-1.0,0.3454174024041905,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,52
112,N,X,N,O,N,N,N,N,N,0.83225041639274,-1.0,0.7822263003136295,-1.0,0.8413611563689414,0.8249073038564059,0.8267919705500661,0.8313178296065105,0.788816397864292,2630
113,X,X,N,O,O,N,N,N,N,-1.0,-1.0,1.0,-1.0,-1.0,0.8189136069356917,0.0,0.0,0.42098127768002935,434
114,X,X,O,O,N,N,N,N,N,-1.0,-1.0,-1.0,-1.0,0.8230992982830876,0.7423013446949048,0.7776990275345292,0.6485839573451282,0.6422405129058097,361
115,X,X,O,O,X,N,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.7566837405857253,0.7119299156441609,-1.0,1.0,339
116,X,X,O,O,X,X,N,O,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,660
117,N,X,N,N,N,N,N,O,N,0.8581533545453519,-1.0,0.7611505717871996,0.7836258547060253,0.74779872610991,0.7673598944794828,0.7962501372839617,-1.0,0.7969649958314672,2669
118,O,X,N,N,N,X,N,O,N,-1.0,-1.0,0.7843863498046537,0.6014534764509041,0.7163699725786384,-1.0,0.3196537486296301,-1.0,0.766466394381104,209
119,O,X,X,N,O,X,N,O,N,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,68
120,O,X,N,N,N,N,N,N,N,-1.0,-1.0,0.8147236524162383,0.8039045629675694,0.8008912188867229,0.8110201754493038,0.7873286593253973,0.8200775747753428,0.8870560246909932,2606
121,O,X,X,N,O,N,N,N,N,-1.0,-1.0,-1.0,0.5617932075615317,-1.0,0.0,0.23632417196019279,0.6037098232360587,0.7931347705317316,251
122,O,X,X,X,O,O,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20987546654747877,0.0,0.7656452538096772,83
123,O,X,X,X,O,O,X,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,319
124,N,X,O,N,N,N,N,N,N,0.7576150704245956,-1.0,-1.0,0.7576437234094032,0.8781820795950976,0.8155658426107727,0.8002853143604287,0.8285111876541956,0.8167517110690241,2589
125,X,X,O,N,N,N,N,N,O,-1.0,-1.0,-1.0,0.530699600523224,0.3991523903421053,0.7881408917048482,0.5288352899477458,0.6695809250950593,-1.0,307
126,X,N,N,N,O,N,N,N,N,-1.0,0.8357345999186132,0.8272676401161201,0.7820659835631778,-1.0,0.8385467907577646,0.8425097494573858,0.8187639793494701,0.8699464004795642,3673
127,X,N,N,N,N,O,N,N,N,-1.0,0.8422777149987213,0.8129153358931656,0.8312109046511391,0.7958412593398315,-1.0,0.7526328134747668,0.7652332822648636,0.8332655569283298,3580
128,X,X,N,N,N,O,N,N,O,-1.0,-1.0,1.0,0.0,0.5188266179445502,-1.0,0.6999093011552304,0.0,-1.0,328
129,X,X,N,O,N,O,N,N,N,-1.0,-1.0,1.0,-1.0,0.6926207328653302,-1.0,0.40523739671793113,0.25428416583373464,0.0,370
130,X,N,N,N,N,N,N,N,O,-1.0,0.8271506481242518,0.8081141864260541,0.8446897030927341,0.8093718703604436,0.8498897820701903,0.8203098931290563,0.7961841008944874,-1.0,3705
131,X,X,N,N,N,N,N,O,O,-1.0,-1.0,1.0,0.39149308344145123,0.5958226063586626,0.5340907509344078,0.7615705530733677,-1.0,-1.0,312
132,X,X,O,N,N,X,N,O,O,-1.0,-1.0,-1.0,0.3884707786232078,0.0,-1.0,0.7705365618261432,-1.0,-1.0,403
133,N,N,N,N,X,N,O,N,N,0.7923716759791853,0.8984902621479297,0.7845019274091343,0.8179117973661935,-1.0,0.8260509166301091,-1.0,0.822788912170038,0.8283495829687384,7162
134,X,N,N,N,X,N,O,O,N,-1.0,0.0,0.0,0.7423391698728994,-1.0,0.78020799674444,-1.0,-1.0,1.0,597
135,X,X,N,N,X,O,O,O,N,-1.0,-1.0,1.0,0.23262048976404937,-1.0,-1.0,-1.0,-1.0,1.0,140
136,X,X,N,N,N,O,N,O,N,-1.0,-1.0,1.0,0.7562454202202399,0.6904340135415279,-1.0,0.6700653949972356,-1.0,0.7163982755910792,350
137,X,X,O,X,O,N,N,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,189
138,X,N,N,O,N,O,N,X,N,-1.0,0.5157982222429703,0.39215663431847125,-1.0,0.8198844054727539,-1.0,0.5255923750194924,-1.0,0.5375642484564987,270
139,X,X,N,O,N,O,N,X,O,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,30
140,N,N,N,N,X,O,N,N,N,0.8501782422557116,0.8986348173233746,0.815447799945835,0.8277988861583492,-1.0,-1.0,0.8405479990323059,0.8276201319221974,0.8328094413128277,7037
141,X,N,O,N,X,O,N,N,N,-1.0,0.4072969367708693,-1.0,0.256672310752745,-1.0,-1.0,0.7957873645253681,0.6748154616766642,1.0,571
142,X,O,O,X,X,O,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.16222245066241567,1.0,153
143,X,N,N,N,N,N,N,O,N,-1.0,0.8383178262911469,0.8419453859899279,0.7908887750619183,0.8261475342721083,0.8396321278464803,0.7855688709387916,-1.0,0.8606673730855983,3673
144,X,X,N,N,N,N,O,O,N,-1.0,-1.0,1.0,0.0,0.6128475436439677,0.6773004651619092,-1.0,-1.0,0.7045913304814685,381
145,X,X,N,O,N,X,O,O,N,-1.0,-1.0,1.0,-1.0,0.22708995490066813,-1.0,-1.0,-1.0,0.59977101983187,230
146,X,X,O,N,N,O,N,N,N,-1.0,-1.0,-1.0,0.5336846134185784,0.0,-1.0,0.7585356275763342,0.5182168906766877,0.7917334742445451,316
147,X,X,O,N,X,O,O,N,N,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,203
148,X,X,O,X,X,O,O,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,279
149,X,X,O,N,N,N,N,O,N,-1.0,-1.0,-1.0,0.7814876756540067,0.6750102436918953,0.7794706766710284,0.8201576610458845,-1.0,0.8047288973445383,392
150,X,X,O,N,N,X,O,O,N,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,176
151,N,N,N,N,X,N,N,O,N,0.8266074697851665,0.8270436188180885,0.8921640024836948,0.831120430706872,-1.0,0.8333426931859731,0.8070092050907911,-1.0,0.8374046271687238,6982
152,X,X,O,X,O,X,N,O,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,269
153,X,X,N,O,N,X,N,O,O,-1.0,-1.0,1.0,-1.0,0.4136766702875627,-1.0,0.7869841708757443,-1.0,-1.0,268
154,X,N,O,N,N,N,N,N,N,-1.0,0.7925088426417559,-1.0,0.845740193494604,0.8559195720997724,0.7878437956471966,0.8036843454880058,0.7927979473765638,0.8052181444466512,3638
155,X,X,O,N,O,N,N,N,N,-1.0,-1.0,-1.0,0.531948280266693,-1.0,0.6756651812666711,0.8174359263316392,0.2536603870271754,0.25144815121776926,388
156,X,X,N,N,N,O,O,N,N,-1.0,-1.0,1.0,0.6649185786252672,0.6184033095961372,-1.0,-1.0,0.7419184862890429,0.6559673962707951,304
157,X,O,X,N,N,O,N,N,N,-1.0,-1.0,-1.0,0.8125622112801014,0.7443229082262729,-1.0,0.6059021555025147,0.7440698459414334,0.7560729167943245,349
158,X,O,X,X,N,O,N,O,N,-1.0,-1.0,-1.0,-1.0,0.710317717269395,-1.0,1.0,-1.0,0.22607613014440714,221
159,X,O,X,X,X,O,O,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,322
160,X,O,X,X,N,N,N,O,O,-1.0,-1.0,-1.0,-1.0,0.23536966410819565,0.0,1.0,-1.0,-1.0,168
161,X,O,X,X,X,O,N,O,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,232
162,N,N,N,N,N,X,O,N,N,0.7194281061318617,0.7773193380389065,0.8692097221257862,0.7891304802419532,0.7765671275918538,-1.0,-1.0,0.7821600235659993,0.7612678183160919,1493
163,X,N,N,N,N,X,O,N,O,-1.0,0.41461565205515527,0.6423866857974672,0.0,0.745478123192939,-1.0,-1.0,0.8362634025444218,-1.0,275
164,X,O,X,N,N,X,O,N,O,-1.0,-1.0,-1.0,0.0,0.06192125167231169,-1.0,-1.0,0.7652598480727659,-1.0,141
165,X,X,O,N,O,X,N,O,N,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.761497007212238,-1.0,0.0,292
166,X,X,N,N,O,N,N,N,O,-1.0,-1.0,1.0,0.8068211328028302,-1.0,0.5294638636979647,0.7220375513574158,0.715632003784771,-1.0,349
167,X,X,N,X,O,O,N,N,O,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.285,-1.0,212
168,X,X,O,N,X,O,N,O,N,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.22789323068914777,-1.0,1.0,268
169,X,X,N,O,N,N,N,O,N,-1.0,-1.0,1.0,-1.0,0.7354214352443397,0.7733912911767837,0.8231457744013851,-1.0,0.7340955014717147,330
170,X,X,N,N,O,N,N,O,N,-1.0,-1.0,1.0,0.6536241693335962,-1.0,0.785041091728328,0.7644414195300008,-1.0,0.6462657227733842,388
171,N,N,N,N,N,N,X,N,O,0.7571249142065,0.8730466024634227,0.7956228913209471,0.7555840815318497,0.7925509432023748,0.8144889347856423,-1.0,0.7762427820455919,-1.0,2522
172,X,O,N,N,N,N,X,N,O,-1.0,-1.0,0.8072791098177046,1.0,0.6914944419485662,0.7053192024679295,-1.0,0.7545486826646418,-1.0,321
173,X,O,X,N,N,N,X,O,O,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,92
174,N,X,O,O,X,N,N,N,N,0.8169553343717117,-1.0,-1.0,-1.0,-1.0,0.7955260474023229,0.7993474717202947,1.0,0.6212424963847337,416
