,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
12,O,N,N,X,X,O,O,X,X,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,112
13,X,X,O,O,O,X,N,X,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,585
14,N,N,X,N,N,N,N,N,N,0.5830661165719385,0.5732660007797546,-1.0,0.46641164018022335,0.841126746958125,0.662783090847989,0.6100277661608852,0.5075689589064795,0.7202571035137196,37238
15,N,O,X,N,N,N,N,X,N,0.8465904239168548,-1.0,-1.0,0.875851711113198,0.8634905218913127,0.8641455598962795,0.8671882340677474,-1.0,0.8758290112424967,1014
16,X,O,X,N,N,N,O,X,N,-1.0,-1.0,-1.0,0.9074573320915305,0.9313103528398184,0.9155497675013008,-1.0,-1.0,0.9182702219084836,470
17,X,O,X,N,N,X,O,X,O,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1470
18,X,N,N,N,O,N,N,N,X,-1.0,0.8518810351235115,0.8407632074157885,0.8577671772005999,-1.0,0.8229397639380155,0.8539541057310769,0.8708759789766103,-1.0,3981
19,X,X,N,N,O,O,N,N,X,-1.0,-1.0,0.8573485357731019,1.0,-1.0,-1.0,0.08539871291716535,0.0,-1.0,380
20,X,N,O,N,N,N,N,N,X,-1.0,0.0,-1.0,0.0,0.8395524003074031,0.0882397588038758,0.0,0.08908485573025536,-1.0,4262
21,X,N,N,N,N,O,N,N,X,-1.0,0.397075501188514,0.0,0.0,0.8499357806996395,-1.0,0.0,0.08537232887734408,-1.0,3455
22,X,X,N,N,N,O,N,O,X,-1.0,-1.0,0.0,0.0,0.08605895505352912,-1.0,0.08989314947560778,-1.0,-1.0,774
23,X,O,X,N,O,N,N,N,X,-1.0,-1.0,-1.0,0.15944261052914188,-1.0,0.8238287583598698,0.0,1.0,-1.0,712
24,O,X,N,X,N,N,O,N,X,-1.0,-1.0,0.9202574938135452,-1.0,0.9101940084469942,0.9275513395339301,-1.0,0.9198498141800672,-1.0,1066
25,O,X,X,X,O,N,O,N,X,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1191
26,N,N,N,N,X,N,O,N,X,0.8404983004305497,0.08693306533763978,0.0,0.0,-1.0,0.48085245401374194,-1.0,0.0,-1.0,3285
27,X,N,N,X,O,N,O,N,X,-1.0,0.8511576960263009,1.0,-1.0,0.0,0.8608180938284721,-1.0,0.8486617412398686,0.0,259
28,X,O,N,X,N,O,N,N,X,-1.0,-1.0,0.0,-1.0,0.3464278488187487,-1.0,0.0,0.0,-1.0,628
29,X,O,X,X,N,O,O,N,X,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,326
30,X,X,N,O,N,O,N,N,X,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,412
31,X,O,N,N,N,N,N,N,X,-1.0,-1.0,0.0,0.3599229298881883,0.8619203728487292,0.0,0.0,0.24017310513624013,-1.0,4878
32,N,N,N,O,N,X,N,N,X,0.0,0.3444308068039457,0.8524564455611281,-1.0,0.182955953309286,-1.0,0.2417892390017012,0.0849614528829297,-1.0,1605
33,X,O,N,O,N,X,N,N,X,-1.0,-1.0,0.0,-1.0,0.3575530933524276,-1.0,0.0,0.0,-1.0,420
34,X,X,N,O,O,N,N,N,X,-1.0,-1.0,0.8565378761170794,-1.0,-1.0,1.0,0.0,0.0,-1.0,363
35,X,X,N,N,O,N,N,O,X,-1.0,-1.0,0.8689776371079442,0.08697320314574533,-1.0,0.0,0.0,-1.0,-1.0,1372
36,X,X,O,N,N,O,N,N,X,-1.0,-1.0,-1.0,0.0,0.8559367197913552,-1.0,0.08915433184561194,0.0,-1.0,1253
37,X,X,O,X,N,O,N,O,X,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1059
38,O,X,N,N,N,N,N,N,X,-1.0,-1.0,0.8598092927013294,0.8362571170304818,0.8758787716373452,0.8360668771937028,0.8321084838114762,0.8375420161568559,-1.0,2054
39,O,X,X,N,N,N,N,O,X,-1.0,-1.0,-1.0,0.29434562733009484,0.16444504076248445,0.8954292864607953,0.16505245513529304,-1.0,-1.0,821
40,O,X,X,O,X,N,N,O,X,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,295
41,X,X,N,N,N,O,O,N,X,-1.0,-1.0,0.0,0.0,0.0870031457387817,-1.0,-1.0,0.0,-1.0,952
42,X,N,O,N,N,N,N,X,N,-1.0,0.8682773343763462,-1.0,0.8564288305876436,0.8911937897184523,0.8739111195413697,0.8691930171201152,-1.0,0.8477363750891779,1772
43,X,O,O,X,N,N,N,X,N,-1.0,-1.0,-1.0,-1.0,0.2378485432304513,0.3072586699319569,0.9175908503246263,-1.0,0.0,1187
44,X,O,O,X,X,N,N,X,O,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,249
45,X,X,N,N,O,N,O,N,X,-1.0,-1.0,1.0,0.0,-1.0,0.08717297783408318,-1.0,0.16537880762333207,-1.0,567
46,X,N,N,O,N,X,O,N,X,-1.0,0.0,0.08968802566044266,-1.0,0.08783074729525855,-1.0,-1.0,0.0,-1.0,242
47,X,X,O,X,O,O,N,N,X,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,976
48,X,N,N,O,N,X,N,O,X,-1.0,0.0,0.0,-1.0,0.16558646853813147,-1.0,0.0,-1.0,-1.0,245
49,X,X,N,O,N,X,O,O,X,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,513
50,N,X,N,N,N,N,N,N,N,0.5436200123304235,-1.0,0.8052288235794735,0.5541284998631719,0.960618854542479,0.8545685502059202,0.9296950247322707,0.6623792307522384,0.7667735740488574,33673
51,X,X,N,N,N,N,O,N,N,-1.0,-1.0,0.8912371120803633,0.1558346533697479,0.46259548820659446,0.37183757932038575,-1.0,0.0977609337643297,0.24415237485524427,1986
52,N,N,N,N,N,X,N,N,N,0.7795585185860731,0.45944606833276197,0.8005107135891019,0.6368557886865891,0.907977074365517,-1.0,0.7621059167410139,0.5520822670664327,0.6693667294171405,23386
53,N,X,N,O,N,X,N,N,N,0.9153665986463894,-1.0,0.9031802130198722,-1.0,0.8941200362990368,-1.0,0.9031438975027409,0.8935201317636565,0.8872102057018714,1302
54,X,X,O,O,N,X,N,N,N,-1.0,-1.0,-1.0,-1.0,0.9441874570268861,-1.0,0.9373974215464724,0.9303738875028288,0.9467967194420268,569
55,X,X,O,O,X,X,N,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,2778
56,O,X,N,N,N,N,N,X,N,-1.0,-1.0,0.0951381301904295,0.3223011350481066,0.8889376270925005,0.16045555540918982,0.16423499646296463,-1.0,0.0,1728
57,O,X,X,O,N,N,N,X,N,-1.0,-1.0,-1.0,-1.0,0.9320521405957516,0.0,1.0,-1.0,0.08890633658739504,115
58,O,X,X,O,N,N,X,X,O,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,320
59,N,N,N,N,X,N,N,N,N,0.615353711114368,0.6147328086237204,0.8723650604375667,0.5978444892357783,-1.0,0.48596150881284345,0.7403833531939313,0.36838445025025496,0.7373804132180535,73258
60,O,X,N,N,X,N,N,N,N,-1.0,-1.0,0.0,0.0845713776181411,-1.0,0.5003826191635143,0.0,0.8575047300117933,0.32750094818413716,2631
61,O,X,O,X,X,N,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.22075752833705325,0.0,0.0,0.0,586
62,X,O,X,N,N,N,N,N,N,-1.0,-1.0,-1.0,0.8360912549094184,0.8396905541982613,0.8541613571858895,0.8285092160211096,0.8282436937112916,0.8119820361585469,2091
63,X,O,X,X,N,N,N,N,O,-1.0,-1.0,-1.0,-1.0,0.22826412424808162,0.2267182829221388,0.8611603834865645,0.23513362651848796,-1.0,1189
64,X,O,X,X,X,N,O,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1164
65,X,N,N,N,N,N,N,O,X,-1.0,0.0,0.15993616190647353,0.08958586146106247,0.8114895279707437,0.09475757970055859,0.0,-1.0,-1.0,3456
66,X,X,O,N,N,N,N,O,X,-1.0,-1.0,-1.0,0.0,0.8658514589781731,0.0,0.08846747373523266,-1.0,-1.0,788
67,N,N,N,X,N,O,N,N,X,0.8523203805547179,0.8373550661904205,0.8530483431178144,-1.0,0.8731232902244698,-1.0,0.8417176558651188,0.8558294274049771,-1.0,1058
68,X,O,X,X,N,O,N,O,X,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,417
69,O,N,N,N,N,N,N,X,X,-1.0,0.0,0.18049715539940242,0.0,0.0,0.0,0.8543448361791749,-1.0,-1.0,1798
70,O,N,X,N,O,N,N,X,X,-1.0,0.0,-1.0,0.0,-1.0,0.08545658870130385,0.08213177150933687,-1.0,-1.0,538
71,X,O,X,N,N,N,N,O,X,-1.0,-1.0,-1.0,0.0,1.0,0.15995773188849283,0.0,-1.0,-1.0,679
72,X,O,X,X,N,N,O,O,X,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,734
73,X,N,X,N,N,N,O,N,N,-1.0,0.8210644718649409,-1.0,0.0,0.2492456241201876,0.24605498970802975,-1.0,0.2933776753142331,0.4169448882685322,1864
74,O,X,X,N,O,N,N,X,N,-1.0,-1.0,-1.0,0.9225214202307671,-1.0,0.9150480347733795,0.9430288175775481,-1.0,1.0,238
75,O,X,X,O,O,X,N,X,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,426
76,X,O,N,N,N,N,X,O,X,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,437
77,X,O,X,N,N,O,X,O,X,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,690
78,N,N,N,X,N,N,N,N,N,0.7394555924063143,0.8670414051483889,0.7045762447198515,-1.0,0.9815654545496875,0.7188422005832654,0.7374554415825457,0.8893399379692737,0.8073332039852068,26695
79,O,N,N,X,N,N,N,X,N,-1.0,0.8911112877595269,0.8845813878635972,-1.0,0.9167381691598652,0.9016467104182315,0.905946258414624,-1.0,0.8729283334817372,704
80,O,N,N,X,X,N,O,X,N,-1.0,0.9569594578086564,0.17151707324955762,-1.0,-1.0,0.1650915906895311,-1.0,-1.0,0.0,86
81,X,N,N,N,N,O,N,X,N,-1.0,0.863680756594575,0.8606235544541663,0.8620803890085883,0.8467491434878172,-1.0,0.8944693237836809,-1.0,0.8473706965048292,1432
82,X,X,N,N,O,O,N,X,N,-1.0,-1.0,0.912212014036706,1.0,-1.0,-1.0,0.08818174424785266,-1.0,0.09388476029297604,171
83,X,X,O,O,N,X,N,O,X,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,386
84,O,X,X,X,N,N,O,O,X,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1892
85,N,X,N,N,N,N,O,N,X,0.8471507561939973,-1.0,0.8783176447819913,0.8594156467953078,0.8362707694600404,0.8460870792905574,-1.0,0.8470237561615308,-1.0,1885
86,X,O,N,O,N,X,X,O,X,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,201
87,O,X,N,O,N,X,N,N,X,-1.0,-1.0,0.909004657375302,-1.0,0.0,-1.0,1.0,0.7121537737108123,-1.0,151
88,X,X,N,N,N,O,N,N,N,-1.0,-1.0,0.8857134549390511,0.08072076486307937,0.07465147321408594,-1.0,0.5043051456906049,0.0823237392291866,0.1585941259619563,2104
89,N,N,O,X,N,X,N,N,N,0.0,0.09815654545496875,-1.0,-1.0,0.9288573149254248,-1.0,0.0,0.17022993345582027,0.17966898766688194,1013
90,X,N,O,X,N,X,N,O,N,-1.0,0.08684723715490357,-1.0,-1.0,0.3535868990308795,-1.0,0.0,-1.0,0.0,165
91,X,X,O,X,N,X,N,O,O,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,165
92,X,X,O,O,X,N,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.3455956158862976,1040
93,X,X,O,O,X,X,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1965
94,N,X,N,N,N,X,N,O,N,0.8838842149535966,-1.0,0.8708677572520673,0.8997663480236311,0.9021440674298541,-1.0,0.8941504786278565,-1.0,0.8555286412367699,1068
95,O,X,X,N,N,X,N,O,N,-1.0,-1.0,-1.0,0.1677620859535274,0.3629694476822304,-1.0,0.0,-1.0,0.9492479028388988,498
96,O,X,X,N,N,N,N,N,N,-1.0,-1.0,-1.0,0.8802589913552553,0.8586347243855467,0.861598418632364,0.8421302747425943,0.8636173404020915,0.856508808717817,1508
97,O,X,X,X,O,N,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.952976209975726,0.935836437144981,0.9230091642468069,1.0,256
98,O,X,X,X,O,O,X,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,724
99,X,X,O,N,N,N,N,N,N,-1.0,-1.0,-1.0,0.8872931017302232,0.8511842270861071,0.8879568480986374,0.8811811776237692,0.8685759175619799,0.87533310979521,2064
100,X,X,O,N,N,X,N,N,O,-1.0,-1.0,-1.0,0.9064086001736368,0.9055394977839898,-1.0,0.915739860016191,0.9285270807746115,-1.0,1494
101,X,X,N,N,O,N,N,N,N,-1.0,-1.0,0.8435554940683154,0.0,-1.0,0.1698153547662933,0.08988843508851813,0.5500909410431343,0.4326665376123842,2567
102,X,X,N,N,N,N,N,N,O,-1.0,-1.0,0.8578819752063563,0.421272518440428,0.16852920168357244,0.35887547731590774,0.5017791262801661,0.17103505290191767,-1.0,1894
103,X,X,N,N,N,X,N,O,O,-1.0,-1.0,0.9146143395636944,0.0,0.0,-1.0,1.0,-1.0,-1.0,408
104,X,N,N,N,X,N,O,N,N,-1.0,0.08066593650743212,0.0,0.2244330410206662,-1.0,0.0,-1.0,0.0,0.8181907613036283,3409
105,X,X,N,N,X,N,O,O,N,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,404
106,X,X,O,X,N,N,N,N,O,-1.0,-1.0,-1.0,-1.0,0.16918549570282138,1.0,0.8933556218576333,0.1630148175767132,-1.0,375
107,X,X,O,X,O,X,N,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,764
108,X,X,N,O,N,O,N,X,N,-1.0,-1.0,0.4093774069327011,-1.0,1.0,-1.0,0.0,-1.0,0.0,136
109,X,N,N,N,X,O,N,N,N,-1.0,0.08581834004861853,0.16783312315330373,0.0,-1.0,-1.0,0.0,0.09034138550445359,0.8516042260333365,3106
110,X,N,O,X,X,O,N,N,N,-1.0,0.08558113314356768,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,526
111,X,X,N,N,N,N,N,O,N,-1.0,-1.0,0.8605895505352912,0.35956743832333243,0.0,0.2559370536871354,0.16789973311981177,-1.0,0.08017450862475113,2312
112,X,X,N,N,N,X,O,O,N,-1.0,-1.0,0.9130944869107476,0.0,0.16178655733472705,-1.0,-1.0,-1.0,1.0,163
113,X,X,O,N,X,O,N,N,N,-1.0,-1.0,-1.0,0.08462764831753095,-1.0,-1.0,0.0,0.0,1.0,489
114,X,X,O,X,X,O,O,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,881
115,X,X,O,N,N,X,N,O,N,-1.0,-1.0,-1.0,0.900513326740733,0.9150537330836636,-1.0,0.907968492694978,-1.0,0.9171807500820501,1361
116,X,X,O,X,N,X,O,O,N,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,689
117,X,N,N,N,X,N,N,O,N,-1.0,0.09114364184020328,0.1473866926490739,0.0,-1.0,0.1647575881693498,0.0,-1.0,0.8250672817397878,3079
118,X,X,O,X,O,N,N,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.3015155399483808,0.0,270
119,X,N,X,N,N,O,N,N,N,-1.0,0.8284402478055113,-1.0,0.0,0.22942321979260058,-1.0,0.30790765318223334,0.4511975372517356,0.16279408407805007,2239
120,X,O,X,X,N,O,N,N,N,-1.0,-1.0,-1.0,-1.0,0.08307118858797417,-1.0,0.8855941245653304,0.23403469661154824,0.0,1122
121,X,O,X,X,X,O,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,665
122,X,O,X,X,X,N,N,O,O,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,703
123,X,N,N,N,N,X,O,N,N,-1.0,0.8607629326893166,0.8719631196388912,0.882196966270727,0.8629648415003289,-1.0,-1.0,0.8575327138534514,0.8735272602390327,1268
124,X,N,X,N,N,X,O,N,O,-1.0,0.88845557811719,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,280
125,X,O,X,X,N,X,O,N,O,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,278
126,X,X,O,X,O,X,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,774
127,X,X,N,X,O,N,N,N,O,-1.0,-1.0,0.08631411947158278,-1.0,-1.0,0.0,0.0,0.0,-1.0,1128
128,X,X,O,X,X,O,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,489
129,N,N,N,N,N,N,X,N,N,0.7223346799386511,0.6762134222734352,0.605214931314796,0.7044814576325021,0.8098357567445857,0.6176531640441774,-1.0,0.4098287647968826,0.6736812369829331,31791
130,X,N,N,N,N,N,X,N,O,-1.0,0.0,0.2345243907386058,0.8436597385236766,0.17221055138449268,0.5344214651194721,-1.0,0.6659114434983121,-1.0,2180
131,X,O,X,N,N,N,X,N,O,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,471
132,N,X,N,O,X,N,N,N,N,0.0,-1.0,0.08228442519175508,-1.0,-1.0,0.09345379511767732,0.0,0.8706913055926664,0.09276422584119182,2114
133,X,X,O,O,X,O,X,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,783
134,X,O,X,X,N,O,O,X,N,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,2541
135,X,X,O,X,X,N,O,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,895
136,X,O,N,N,N,N,X,N,N,-1.0,-1.0,0.07980308781060202,0.8473999333528167,0.4837323917935157,0.8126597366703139,-1.0,0.08554592728656742,0.08130133577825592,1871
137,X,O,X,O,N,N,X,N,N,-1.0,-1.0,-1.0,-1.0,0.8506145169818198,0.0,-1.0,0.0,0.0,825
138,X,O,X,X,O,X,N,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,711
139,X,N,N,N,N,O,X,N,N,-1.0,0.6755739477296943,0.0,0.8464183793640837,0.16465986973526742,-1.0,-1.0,0.0,0.3503357744409756,1503
140,X,X,N,N,N,O,X,N,O,-1.0,-1.0,1.0,0.0,0.08844554321112533,-1.0,-1.0,0.08767335267908821,-1.0,165
141,X,N,N,X,N,N,O,N,N,-1.0,0.8742205353764402,0.87431409755151,-1.0,0.8726494909273086,0.8778187446533552,-1.0,0.8908065884215266,0.8694661576885352,1368
142,X,O,X,X,N,N,O,N,N,-1.0,-1.0,-1.0,-1.0,0.8860648074128001,0.9144811048360799,-1.0,0.9067706393779912,0.8941354093958928,1598
143,N,N,N,N,N,O,X,N,X,0.1618566136916575,0.08098357567445857,0.15992576495712074,0.0,0.08908485573025536,-1.0,-1.0,0.8591179406074851,-1.0,1534
144,O,X,N,N,N,O,X,N,X,-1.0,-1.0,0.2283015989903088,0.2292599149891815,0.0,-1.0,-1.0,0.8977266004504458,-1.0,125
145,O,X,X,N,O,O,X,N,X,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,141
146,X,O,N,N,X,N,N,N,N,-1.0,-1.0,0.16254687996744105,0.15193873179509737,-1.0,0.0,0.08850658420892261,0.07996775357636704,0.814061361844074,2368
147,X,O,X,N,X,O,N,N,N,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,231
148,X,O,X,X,X,O,N,N,O,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,649
149,O,X,N,N,N,N,X,N,N,-1.0,-1.0,0.8460950741733424,0.8674785429192803,0.859550371753738,0.8323777480612532,-1.0,0.8611014492010167,0.8743616327406717,1275
150,O,X,N,N,X,O,X,N,N,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.15737701570297669,0.0,134
151,O,X,O,X,X,O,X,N,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,538
152,X,N,N,N,O,O,X,N,X,-1.0,0.0,0.1584840683624919,1.0,-1.0,-1.0,-1.0,0.0,-1.0,270
153,X,X,N,N,O,O,X,O,X,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,481
154,N,X,N,X,N,N,N,O,N,0.9205009908465245,-1.0,0.9074605506178673,-1.0,0.8986655448757266,0.898296734489423,0.877154498418581,-1.0,0.9089681336143093,1008
155,X,X,N,X,N,O,N,O,N,-1.0,-1.0,0.08704125186767353,-1.0,0.0,-1.0,0.16103481054441549,-1.0,0.0,537
156,O,X,X,N,N,N,X,N,O,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,188
157,N,X,O,O,X,X,N,N,N,0.5890158451828035,-1.0,-1.0,-1.0,-1.0,-1.0,0.09056846405095693,0.9342140857643545,0.16954442546521642,477
158,O,X,X,N,N,N,O,X,N,-1.0,-1.0,-1.0,1.0,0.9398656113072367,0.08890633658739504,-1.0,-1.0,0.09183387156641563,141
159,O,X,X,X,O,N,O,X,N,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,687
160,X,X,N,O,N,N,O,X,N,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,715
161,X,O,N,N,N,X,N,N,N,-1.0,-1.0,0.8824468680489321,0.8721244543622889,0.8760387452767797,-1.0,0.8718737567608373,0.8931650404934343,0.865412950350237,1628
162,X,O,N,N,N,X,O,X,N,-1.0,-1.0,0.9324299681852508,0.9424765139149804,0.9074251807963528,-1.0,-1.0,-1.0,0.944880117199571,741
163,X,O,O,N,N,X,O,X,X,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,253
164,X,X,N,N,O,O,X,N,N,-1.0,-1.0,0.5395215070328441,1.0,-1.0,-1.0,-1.0,0.0,0.0,172
165,X,N,N,N,O,N,X,N,N,-1.0,0.07859720425362793,0.21394969414040463,0.8205686337860043,-1.0,0.15811872706960195,-1.0,0.5381909368670743,0.23636705044197445,1625
166,X,N,N,N,O,X,X,N,O,-1.0,0.3487169373772193,0.0,0.9396660801155732,-1.0,-1.0,-1.0,0.08898507304453314,-1.0,304
167,X,X,N,O,O,X,X,N,O,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,694
168,X,N,N,N,N,N,N,X,O,-1.0,0.857613699231862,0.8361559767841198,0.8380818314921225,0.856708237986934,0.8362116600840575,0.8590676448255596,-1.0,-1.0,1715
169,X,X,N,N,N,O,N,X,O,-1.0,-1.0,1.0,0.09030023349163037,0.0,-1.0,0.16333025016896813,-1.0,-1.0,221
170,X,N,N,N,O,X,N,N,N,-1.0,0.894439470414333,0.8561615945263438,0.8726423999488643,-1.0,-1.0,0.8782684567036968,0.8848390699766896,0.8526176620974393,1729
171,X,X,N,O,O,X,N,N,N,-1.0,-1.0,0.9297271812796843,-1.0,-1.0,-1.0,0.4710294180302167,0.08625728749531868,0.0,1002
172,X,O,X,N,X,N,O,N,N,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.8215639455866579,1049
173,X,O,X,N,X,X,O,N,O,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,296
174,X,X,N,N,O,N,O,X,N,-1.0,-1.0,1.0,0.09315020416569354,-1.0,0.25410912427860916,-1.0,-1.0,0.17440783858910447,144
175,X,O,O,N,N,X,N,N,X,-1.0,-1.0,-1.0,0.23416875144733995,0.8696282054304023,-1.0,0.0,0.15856858983783256,-1.0,642
176,X,N,N,X,N,O,N,N,N,-1.0,0.16808105086563757,0.4524451892666901,-1.0,0.0,-1.0,0.893102892275384,0.41197801039891857,0.2512531132809952,2003
177,X,O,O,X,N,O,N,X,X,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,327
178,O,X,X,X,N,N,N,O,N,-1.0,-1.0,-1.0,-1.0,0.9885456595380882,0.9636500024648476,0.9358274832102976,-1.0,0.9627266578720024,929
179,O,X,X,X,X,O,N,O,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1414
180,X,X,N,N,N,N,O,X,O,-1.0,-1.0,0.0,0.08334686756898907,0.23219109203657645,0.0,-1.0,-1.0,-1.0,699
